,url,tag
49,http://www.last.fm/music/The+Untamed+Youth,surf
50,http://www.last.fm/music/The+Vice+Barons,surf rock
51,http://www.last.fm/music/Ruth+Brown,blues
52,http://www.last.fm/music/Big+Maybelle,blues
53,http://www.last.fm/music/Professor+Longhair,blues
54,http://www.last.fm/music/Sister+Rosetta+Tharpe,gospel
55,http://www.last.fm/music/Big+Joe+Turner,blues
56,http://www.last.fm/music/The+Titty+Twisters+Orchestra,rock and roll
57,http://www.last.fm/music/The+Montesas,garage
58,http://www.last.fm/music/The+Gruesomes,garage rock
59,http://www.last.fm/music/Clogs,instrumental
60,http://www.last.fm/music/A.A.+Bondy,folk
61,http://www.last.fm/music/Andrew+York,classical guitar
62,http://www.last.fm/music/Milan+Stankovi%C4%87,serbian
63,http://www.last.fm/music/D%27Nash,spanish
64,http://www.last.fm/music/Funky+G,serbian
65,http://www.last.fm/music/Watch+Tower+Bible+and+Tract+Society+of+PA,instrumental
66,http://www.last.fm/music/Onirama,greek
67,http://www.last.fm/music/Sakis+Rouvas,greek
68,http://www.last.fm/music/Karolina,macedonian
69,http://www.last.fm/music/Giannis+Ploutarxos,greek
70,http://www.last.fm/music/Chan%25C3%25A9e%2B%2526%2BN%2527evergreen,eurovision
71,http://www.last.fm/music/Christos+Dantis,greek
72,http://www.last.fm/music/American+Idiot+Cast,punk rock
73,http://www.last.fm/music/Push+Play,pop rock
74,http://www.last.fm/music/Sacred+Spirit,native american
75,http://www.last.fm/music/Eliades+Ochoa,cuban
76,http://www.last.fm/music/the+Chemodan,underground hip-hop
77,http://www.last.fm/music/Multiplex,idm
78,http://www.last.fm/music/Lazzich,minimal
79,http://www.last.fm/music/electronicmicroanimal,idm
80,http://www.last.fm/music/sokpb+avabodha,ambient
81,http://www.last.fm/music/Junior+Caldera+feat+Sophie+Ellis+Bextor,dance
82,http://www.last.fm/music/Butterfly+Coma,metalcore
83,http://www.last.fm/music/Debeli+Precjednik,punk
84,http://www.last.fm/music/The+Mercury+Arc,metalcore
85,http://www.last.fm/music/Ego+Fall,melodic death metal
86,http://www.last.fm/music/Porno+for+Pyros,alternative rock
87,http://www.last.fm/music/Vanessa+S.,pop
88,http://www.last.fm/music/Wizards,power metal
89,http://www.last.fm/music/Tribuzy,heavy metal
90,http://www.last.fm/music/Burning+in+Hell,power metal
91,http://www.last.fm/music/Fallulah,indie
92,http://www.last.fm/music/19,japanese
93,http://www.last.fm/music/Dance+Nation,dance
94,http://www.last.fm/music/TIA,j-pop
95,http://www.last.fm/music/Static+Movement,darkwave
96,http://www.last.fm/music/Alisha,freestyle
97,http://www.last.fm/music/Nicky+Wire,singer-songwriter
98,http://www.last.fm/music/Balayeurs+du+d%C3%A9sert,post-rock
99,http://www.last.fm/music/Villa+cari%C3%B1o,cumbia
100,http://www.last.fm/music/Josquin+des+Prez,renaissance
101,http://www.last.fm/music/Luky,croatian
102,http://www.last.fm/music/Juniper,drum and bass
103,http://www.last.fm/music/Destine,rock
104,http://www.last.fm/music/The+Conet+Project,noise
105,http://www.last.fm/music/Manorexia,experimental
106,http://www.last.fm/music/Mirrorthrone,black metal
107,http://www.last.fm/music/Secrets+of+the+Moon,black metal
108,http://www.last.fm/music/Unanimated,death metal
109,http://www.last.fm/music/Nocte+Obducta,black metal
110,http://www.last.fm/music/Love+Like+Blood,gothic rock
111,http://www.last.fm/music/Vinterland,black metal
112,http://www.last.fm/music/Forma+Tadre,dark ambient
113,http://www.last.fm/music/Unlord,black metal
114,http://www.last.fm/music/Helrunar,black metal
115,http://www.last.fm/music/Messiah,death metal
116,http://www.last.fm/music/Withershin,black metal
117,http://www.last.fm/music/Bloodbound,power metal
118,http://www.last.fm/music/Steel+Attack,power metal
119,http://www.last.fm/music/The+Little+Heroes,80s
120,http://www.last.fm/music/Negativ,rock
121,http://www.last.fm/music/Alenka+Gotar,eurovision
122,http://www.last.fm/music/Chino%2B%2526%2BNacho,reggaeton
123,http://www.last.fm/music/Alexis%2B%2526%2BFido,reggaeton
124,http://www.last.fm/music/Ivy+Queen,reggaeton
125,http://www.last.fm/music/Jullie,pop
126,http://www.last.fm/music/Jared+Padalecki,country
127,http://www.last.fm/music/Mamma+Mia%21+Film+Cast,swedish
128,http://www.last.fm/music/Based+On+Abba,pop
129,http://www.last.fm/music/Riko,grime
130,http://www.last.fm/music/cnet.com,molly wood
131,http://www.last.fm/music/Time+Machine,progressive metal
132,http://www.last.fm/music/Roc%C3%ADo+D%C3%BArcal,spanish
133,http://www.last.fm/music/Amsterdam+Guitar+Trio,classical
134,http://www.last.fm/music/Los+Fantasmas+del+Caribe,latin
135,http://www.last.fm/music/Valeria,pop
136,http://www.last.fm/music/Prov%C3%A9rbio+X,nacional
137,http://www.last.fm/music/Fac%C3%A7%C3%A3o+Central,rap
138,http://www.last.fm/music/E.Town+Concrete,rapcore
139,http://www.last.fm/music/%D0%90%D0%BD%D0%BD%D0%B0+%D0%A1%D0%B5%D0%B4%D0%BE%D0%BA%D0%BE%D0%B2%D0%B0,pop
140,http://www.last.fm/music/%D0%A2%D0%B0%D1%82%D1%8C%D1%8F%D0%BD%D0%B0+%D0%9A%D0%BE%D1%82%D0%BE%D0%B2%D0%B0,pop
141,http://www.last.fm/music/%D0%A2%D0%B0%D0%BD%D1%8F,russian
142,http://www.last.fm/music/Gina%2BRene%252C%2BGabriel%2BRene%252C%2BLindsay%2BLohan%252C%2BRachel%2BMcAdams%252C%2BLacey%2BChabert%252C%2B%2526%2BAmanda%2BSeyfried,christmas
143,http://www.last.fm/music/Allstars,pop
144,http://www.last.fm/music/Constrobuz,beats
145,http://www.last.fm/music/The+Jacka,bay area
146,http://www.last.fm/music/Monsta+Island+Czars,hip-hop
147,http://www.last.fm/music/The+D.O.C.,hip-hop
148,http://www.last.fm/music/The%2BGrouch%2B%2526%2BEligh,hip-hop
149,http://www.last.fm/music/Brothers+of+Brazil,samba rock
150,http://www.last.fm/music/Outono+em+Marte,rock
151,http://www.last.fm/music/Drapz,hardcore
152,http://www.last.fm/music/Os+Dissonantes,indie rock
153,http://www.last.fm/music/Supla,rock
154,http://www.last.fm/music/Mecanika%21,rock rool brasil
155,http://www.last.fm/music/Supercombo,indie
156,http://www.last.fm/music/Borderlinerz,brazil
157,http://www.last.fm/music/Sanalejo,colombia
158,http://www.last.fm/music/Mike+Ness,rockabilly
159,http://www.last.fm/music/from+aphony,post-hardcore
160,http://www.last.fm/music/Susan%2BEgan%252FVaneese%2BThomas%252FCheryl%2BFreeman%252FLaChanze%252FLillias%2BWhite,conny
161,http://www.last.fm/music/Lady+GaGa+vs.+Madonna,pop
162,http://www.last.fm/music/A+Weather,indie
163,http://www.last.fm/music/Damien+Jurado,folk
164,http://www.last.fm/music/Bobo+Rondelli,77davez-all-tracks
165,http://www.last.fm/music/Nancy+Elizabeth,folk
166,http://www.last.fm/music/Tom+Barman,belgian
167,http://www.last.fm/music/Mi+and+L%27au,folk
168,http://www.last.fm/music/Whitetree,piano
169,http://www.last.fm/music/Felpeyu,folk
170,http://www.last.fm/music/Libera,choral
171,http://www.last.fm/music/SunSay,reggae
172,http://www.last.fm/music/Stanton+Warriors,breakbeat
173,http://www.last.fm/music/Shawn+Lee%27s+Ping+Pong+Orchestra,funk
174,http://www.last.fm/music/Makeshift+Romeo,alternative rock
175,http://www.last.fm/music/SMS,pop
176,http://www.last.fm/music/D2,bulgarian
177,http://www.last.fm/music/Shane+Dawson,youtube
178,http://www.last.fm/music/%E5%B9%B3%E9%87%8E%E7%BE%A9%E4%B9%85,soundtrack
179,http://www.last.fm/music/SUGIZO,japanese
180,http://www.last.fm/music/Acid+Black+Cherry,j-rock
181,http://www.last.fm/music/Ana%2BCarolina%253B%2BSeu%2BJorge,ana caroline e seu jorge
182,http://www.last.fm/music/BLK+JKS,experimental
183,http://www.last.fm/music/Aloe+Blacc,soul
184,http://www.last.fm/music/Random,chiptune
185,http://www.last.fm/music/Don+Ross,acoustic
186,http://www.last.fm/music/Russell+Allen,progressive metal
187,http://www.last.fm/music/key,neofolk
188,http://www.last.fm/music/Eureka+Seven,japanese
189,http://www.last.fm/music/Adela+Popescu,pop
190,http://www.last.fm/music/Midnight+Hour,rock
191,http://www.last.fm/music/marger,grime
192,http://www.last.fm/music/Petra+Berger,classical crossover
193,http://www.last.fm/music/Anastasia+Lazariuc,pop
194,http://www.last.fm/music/Giorgia+Fumanti,classical crossover
195,http://www.last.fm/music/Daniela+Castro,pop
196,http://www.last.fm/music/UNLIMITS,j-rock
197,http://www.last.fm/music/-OZ-,visual kei
198,http://www.last.fm/music/Aqua+Timez,j-rock
199,http://www.last.fm/music/OreSkaBand,ska
200,http://www.last.fm/music/Asriel,gothic
201,http://www.last.fm/music/%E5%A6%96%E7%B2%BE%E5%B8%9D%E5%9C%8B,japanese
202,http://www.last.fm/music/%EC%8B%9C%ED%81%AC%EB%A6%BF,k-pop
203,http://www.last.fm/music/%EF%BC%AD%EF%BC%A1%EF%BC%AE%EF%BC%AE%EF%BC%A5%EF%BC%B1%EF%BC%B5%EF%BC%A9%EF%BC%AE,rock
204,http://www.last.fm/music/IU,k-pop
205,http://www.last.fm/music/Annoying+Orange,autotune
206,http://www.last.fm/music/The+Bottletop+Band,british
207,http://www.last.fm/music/Bill+Elm+and+Woody+Jackson,soundtrack
208,http://www.last.fm/music/Electric+Birds,ambient
209,http://www.last.fm/music/E-SEX-T,rapcore
210,http://www.last.fm/music/Neurocoders,electronic
211,http://www.last.fm/music/Integral,idm
212,http://www.last.fm/music/Michael%2BJackson%2B%2526%2BBritney%2BSpears,pop
213,http://www.last.fm/music/Marc+Seales%2C+composer.+New+Stories.+Ernie+Watts%2C+saxophone.,jazz
214,http://www.last.fm/music/Aaryn+Doyle,pop
215,http://www.last.fm/music/More+Than+A+Thousand,metalcore
216,http://www.last.fm/music/Stan+Marsh,metalcore
217,http://www.last.fm/music/50+kreon+50,metalcore
218,http://www.last.fm/music/Soulcount,electronic
219,http://www.last.fm/music/The+Mess,electronic
220,http://www.last.fm/music/Compelled+to+Comply,deathcore
221,http://www.last.fm/music/Disdained+Grace,deathcore
222,http://www.last.fm/music/Woe+Is+Me,post-hardcore
223,http://www.last.fm/music/Deception+Of+A+Ghost,metalcore
224,http://www.last.fm/music/Fall+to+the+Queen,metalcore
225,http://www.last.fm/music/Mr.+Criminal,chicano rap
226,http://www.last.fm/music/Lil%2B1%252F2%2BDead,g-funk
227,http://www.last.fm/music/Alkpote,rap francais
228,http://www.last.fm/music/Seth+Gueko,rap
229,http://www.last.fm/music/Roi+Heenok,pas du rap de jeune pd t entends
230,http://www.last.fm/music/Mr.+Capone-E,chicano rap
231,http://www.last.fm/music/Booba,hip-hop
232,http://www.last.fm/music/Southcide+13,french rap
233,http://www.last.fm/music/Kokane,g-funk
234,http://www.last.fm/music/Busta+Flex,french rap
235,http://www.last.fm/music/Above+the+Law,gangsta rap
236,http://www.last.fm/music/Unit%C3%A9+2+Feu,nouvelle scene francaise
237,http://www.last.fm/music/Nate+Dogg,g-funk
238,http://www.last.fm/music/Swift+Guad,rap
239,http://www.last.fm/music/Yella,g-funk
240,http://www.last.fm/music/Orelsan,rap
241,http://www.last.fm/music/Domino,eurobeat
242,http://www.last.fm/music/Lunatic,french rap
243,http://www.last.fm/music/MC+Eiht,gangsta rap
244,http://www.last.fm/music/Mr.+X,g-funk
245,http://www.last.fm/music/Lil+Cuete,chicano rap
246,http://www.last.fm/music/2nd+II+None,g-funk
247,http://www.last.fm/music/K-Dee,g-funk
248,http://www.last.fm/music/Les+Sales+Blancs,french rap
249,http://www.last.fm/music/Foesum,g-funk
250,http://www.last.fm/music/Werner+Haas,classical
251,http://www.last.fm/music/Lake,indie pop
252,http://www.last.fm/music/Broken+Social+Scene+Presents%3A+Brendan+Canning,indie rock
253,http://www.last.fm/music/Dirty%2BProjectors%2B%252B%2BBj%25C3%25B6rk,experimental
254,http://www.last.fm/music/Sky+Larkin,indie
255,http://www.last.fm/music/Jean-Yves+Thibaudet,classical
256,http://www.last.fm/music/Braid,emo
257,http://www.last.fm/music/Reverie+Sound+Revue,indie
258,http://www.last.fm/music/Joe+Pass,jazz
259,http://www.last.fm/music/Kostas+Pavlidis,greek
260,http://www.last.fm/music/Mazhar+Fuat+%C3%96zkan,turkish rock
261,http://www.last.fm/music/M%C3%BCzeyyen+Senar,turk sanat muzigi
262,http://www.last.fm/music/Funda+Arar,turkish pop
263,http://www.last.fm/music/Selda+Ba%C4%9Fcan,14
264,http://www.last.fm/music/Emel+Say%C4%B1n,turk sanat musikisi
265,http://www.last.fm/music/Von+Hertzen+Brothers,progressive rock
266,http://www.last.fm/music/CMX,finnish
267,http://www.last.fm/music/Audrey+Horne,hard rock
268,http://www.last.fm/music/Tuvalu,progressive rock
269,http://www.last.fm/music/Animal+Alpha,alternative rock
270,http://www.last.fm/music/Day+Eleven,finnish
271,http://www.last.fm/music/Before+The+Torn,metalcore
272,http://www.last.fm/music/Sea+of+Treachery,deathcore
273,http://www.last.fm/music/The+Lovely+Feathers,canadian
274,http://www.last.fm/music/dd%252Fmm%252Fyyyy,math rock
275,http://www.last.fm/music/The+Olivia+Tremor+Control,psychedelic
276,http://www.last.fm/music/Chore,alternative rock
277,http://www.last.fm/music/They+Shoot+Horses+Don%27t+They,home collection
278,http://www.last.fm/music/The+Waking+Eyes,canadian
279,http://www.last.fm/music/Patrick%2B%2526%2BEugene,indie
280,http://www.last.fm/music/Luxuria,alternative
281,http://www.last.fm/music/Benedetti%2B%2526%2BSvoboda,classical guitar
282,http://www.last.fm/music/Selena+Cross,female vocalists
283,http://www.last.fm/music/Insane+Clown+Posse,horrorcore
284,http://www.last.fm/music/Renaldo+and+The+Loaf,avant-garde
285,http://www.last.fm/music/King+Missile,alternative
286,http://www.last.fm/music/Kaada,experimental
287,http://www.last.fm/music/FM+Einheit,experimental
288,http://www.last.fm/music/Monte+Cazazza,industrial
289,http://www.last.fm/music/Wiklund,chiptune
290,http://www.last.fm/music/dj+TAKA,trance
291,http://www.last.fm/music/YMCK,8-bit
292,http://www.last.fm/music/Bloody+Vomit+Bukkake,lolicore
293,http://www.last.fm/music/%E5%88%9D%E9%9F%B3%E3%83%9F%E3%82%AF,vocaloid
294,http://www.last.fm/music/Rocco,dance
295,http://www.last.fm/music/%EB%B0%98%EC%95%BC,pump it up
296,http://www.last.fm/music/Millenium,progressive rock
297,http://www.last.fm/music/I+Cavalieri+del+re,cartoni animati
298,http://www.last.fm/music/Hairspray+%28Soundtrack+to+the+Motion+Picture%29,soundtrack
299,http://www.last.fm/music/Naturally+7,rnb
300,http://www.last.fm/music/Peter+Cox,damn sexy man
301,http://www.last.fm/music/Fields,progressive rock
302,http://www.last.fm/music/WinterKids,indie
303,http://www.last.fm/music/Auto%21Automatic%21%21,math rock
304,http://www.last.fm/music/Hope+of+the+States,post-rock
305,http://www.last.fm/music/Sel,lithuanian
306,http://www.last.fm/music/Gravel,lithuanian
307,http://www.last.fm/music/Gilbert%2B%2526%2BSullivan,classical
308,http://www.last.fm/music/Jason+Robert+Brown,showtunes
309,http://www.last.fm/music/Bill,funky
310,http://www.last.fm/music/Knifehandchop,breakcore
311,http://www.last.fm/music/Swampyboy,breakcore
312,http://www.last.fm/music/Ed+Cox,breakcore
313,http://www.last.fm/music/minusbaby,chiptune
314,http://www.last.fm/music/AleX+Tune,gabber
315,http://www.last.fm/music/DJ+Spinbad,hip-hop
316,http://www.last.fm/music/KOSMOPOP2,8-bit
317,http://www.last.fm/music/Electric+Dragon,8-bit
318,http://www.last.fm/music/MICROCOBRA,8-bit
319,http://www.last.fm/music/Snork25,8bit
320,http://www.last.fm/music/14+Year+Old+Girls,8-bit
321,http://www.last.fm/music/Bullfrog,funk
322,http://www.last.fm/music/%D0%9A%D0%B0%D0%B6%D1%8D+%D0%9E%D0%B1%D0%BE%D0%B9%D0%BC%D0%B0,russian rap
323,http://www.last.fm/music/Sacred+Steel,heavy metal
324,http://www.last.fm/music/%D0%9A%D0%B0%D1%82%D0%B5%D1%82%D0%B5%D1%80,russian
325,http://www.last.fm/music/Funeral+Mist,black metal
326,http://www.last.fm/music/Aosoth,black metal
327,http://www.last.fm/music/Glorior+Belli,black metal
328,http://www.last.fm/music/Morbosidad,black metal
329,http://www.last.fm/music/Nightbringer,black metal
330,http://www.last.fm/music/Ulcerate,technical death metal
331,http://www.last.fm/music/Teratism,black metal
332,http://www.last.fm/music/Le+Scrawl,grindcore
333,http://www.last.fm/music/Unholy+Matrimony,black metal
334,http://www.last.fm/music/Malfeitor,black metal
335,http://www.last.fm/music/Arkhon+Infaustus,black metal
336,http://www.last.fm/music/THE+PARANOID,metalcore
337,http://www.last.fm/music/%EC%9D%B4%ED%9A%A8%EB%A6%AC,k-pop
338,http://www.last.fm/music/%E9%BB%92%E6%9C%A8%E3%83%A1%E3%82%A4%E3%82%B5,j-pop
339,http://www.last.fm/music/Superturbo,abstract hip-hop
340,http://www.last.fm/music/Fuzzy+Pets,garage punk
341,http://www.last.fm/music/Portland+Cello+Project,cello
342,http://www.last.fm/music/8th,grunge
343,http://www.last.fm/music/The+Reign+Of+Kindo,jazz rock
344,http://www.last.fm/music/Jim%2BSturgess%2B%2526%2BJoe%2BAnderson,soundtrack
345,http://www.last.fm/music/Kirk+Fletcher,blues
346,http://www.last.fm/music/Curtis+Salgado,blues
347,http://www.last.fm/music/Andy+Egert+Blues+Band,blues
348,http://www.last.fm/music/Jeff+Beck+with+Terry+Bozzio+and+Tony+Hymas,jeff beck
349,http://www.last.fm/music/Tab+Benoit,blues
350,http://www.last.fm/music/Eric+Jerardi,blues
351,http://www.last.fm/music/Rusty+Zinn,blues
352,http://www.last.fm/music/Ann+Rabson,blues
353,http://www.last.fm/music/Wes+Jeans,blues rock
354,http://www.last.fm/music/Finis+Tasby,blues
355,http://www.last.fm/music/The+Beat+Daddys,blues
356,http://www.last.fm/music/Texas+Red,blues
357,http://www.last.fm/music/John%2BMayall%2B%2526%2BThe%2BBluesbreakers%2BFeaturing%2BBuddy%2BGuy,allbout guitar lessons karlsruhe
358,http://www.last.fm/music/MORBLUS+-+Funky+Blues+Band,brc blues band
359,http://www.last.fm/music/John+Lyons+Band,blues
360,http://www.last.fm/music/Elvin+Bishop%2C+George+Thorogood,blues rock
361,http://www.last.fm/music/Rod%2BPiazza%2B%2526%2BThe%2BBlues%2BInstigators,brc blues band
362,http://www.last.fm/music/Bobby+Greenshoes+Parker,blues
363,http://www.last.fm/music/GT%2B%2526%2BThe%2BBandits,blues
364,http://www.last.fm/music/Tutu+Jones,blues
365,http://www.last.fm/music/Aries+Spears,stand-up comedy
366,http://www.last.fm/music/Juelz%2BSantana%2B%2526%2BLil%2BWayne,rap
367,http://www.last.fm/music/Main+Source,hip-hop
368,http://www.last.fm/music/Uncle+Murda,rap
369,http://www.last.fm/music/Kiana,melodic death metal
370,http://www.last.fm/music/Queen+of+the+damned+ost,queen of the damned vampire soundtrack
371,http://www.last.fm/music/Renegade+Five,alternative rock
372,http://www.last.fm/music/Elias+Viljanen,guitar virtuoso
373,http://www.last.fm/music/Cassie+Steele,rock
374,http://www.last.fm/music/Bix+Beiderbecke,jazz
375,http://www.last.fm/music/Sidney+Bechet,jazz
376,http://www.last.fm/music/Chick+Webb,swing
377,http://www.last.fm/music/Charlie+Christian,jazz
378,http://www.last.fm/music/Slim+Gaillard,jazz
379,http://www.last.fm/music/Fletcher+Henderson,jazz
380,http://www.last.fm/music/Slim%2B%2526%2BSlam,jazz
381,http://www.last.fm/music/Iftin,somalia
382,http://www.last.fm/music/Jack+Teagarden,jazz
383,http://www.last.fm/music/Jimmie+Lunceford,swing
384,http://www.last.fm/music/Milton,house
385,http://www.last.fm/music/Earl+Hines,jazz
386,http://www.last.fm/music/Ritual,hardcore
387,http://www.last.fm/music/Huss+und+Hodn,rap
388,http://www.last.fm/music/Frittenbude,electropunk
389,http://www.last.fm/music/Die+Orsons,rap
390,http://www.last.fm/music/The+Answering+Machine,indie rock
391,http://www.last.fm/music/Misao+Senbongi%2C+Shusaku+Uchiyama,soundtrack
392,http://www.last.fm/music/%D0%A1%D0%B5%D0%BA%D1%82%D0%BE%D1%80+%D0%93%D0%B0%D0%B7%D0%B0,punk rock
393,http://www.last.fm/music/%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80+%D0%A6%D0%BE%D0%B9,russian rock
394,http://www.last.fm/music/Los+Shakers,60s
395,http://www.last.fm/music/Leonel+Garc%C3%ADa,pop
396,http://www.last.fm/music/Leon+Polar,latin pop
397,http://www.last.fm/music/Nicho+Hinojosa,trova
398,http://www.last.fm/music/Crash+Anthem,alternative rock
399,http://www.last.fm/music/Jay+Clifford,singer-songwriter
400,http://www.last.fm/music/Slow+Runner,indie
401,http://www.last.fm/music/Sun-60,female vocalist
402,http://www.last.fm/music/Tsunami+Wazahari,dub
403,http://www.last.fm/music/Aston+%27Familyman%27+Barrett,reggae
404,http://www.last.fm/music/Ondubground,dub
405,http://www.last.fm/music/Barry+Brown,reggae
406,http://www.last.fm/music/Himuki,japanese
407,http://www.last.fm/music/Alpha%2B%2526%2BOmega,dub
408,http://www.last.fm/music/The+Orientalist,dub
409,http://www.last.fm/music/Junior+Delgado,reggae
410,http://www.last.fm/music/Prince+Jazzbo,reggae
411,http://www.last.fm/music/Kanka,dub
412,http://www.last.fm/music/Jorge+Reyes,ambient
413,http://www.last.fm/music/Wayne+Jarrett,reggae
414,http://www.last.fm/music/Don+Carlos,reggae
415,http://www.last.fm/music/Jacob+Miller,reggae
416,http://www.last.fm/music/King+Earthquake,dub
417,http://www.last.fm/music/Rockamovya,reggae
418,http://www.last.fm/music/Afrojack+ft.+Eva+Simons,dance
419,http://www.last.fm/music/Latino,pop
420,http://www.last.fm/music/Repo%21+The+Genetic+Opera,soundtrack
421,http://www.last.fm/music/Utah,psychedelic rock
422,http://www.last.fm/music/Peter+Adams,indie
423,http://www.last.fm/music/Rickolus,indie
424,http://www.last.fm/music/January+Jaunt,rock
425,http://www.last.fm/music/Treefight+For+Sunlight,danish
426,http://www.last.fm/music/Kunek,indie
427,http://www.last.fm/music/Francesco+De+Gregori,italian
428,http://www.last.fm/music/Paul+Heaton,singer-songwriter
429,http://www.last.fm/music/HK119,electronic
430,http://www.last.fm/music/Close+Lobsters,c86
431,http://www.last.fm/music/Daniel+Ouellette,electronic
432,http://www.last.fm/music/Turkish+Delight,turkish
433,http://www.last.fm/music/Michel+Sardou,chanson francaise
434,http://www.last.fm/music/%E5%92%8C%E7%94%B0%E5%85%89%E5%8F%B8,japanese
435,http://www.last.fm/music/%E6%94%BE%E8%AA%B2%E5%BE%8C%E3%83%86%E3%82%A3%E3%83%BC%E3%82%BF%E3%82%A4%E3%83%A0,anime
436,http://www.last.fm/music/Dal%E2%98%85shabet,k-pop
437,http://www.last.fm/music/xrin+arms,cybergrind
438,http://www.last.fm/music/The+Planet+Smashers,ska
439,http://www.last.fm/music/Realicide,digital hardcore
440,http://www.last.fm/music/I+Killed+Techno%21,nintendocore
441,http://www.last.fm/music/yatagarasu,8-bit
442,http://www.last.fm/music/X%C3%84CKSECKS,breakcore
443,http://www.last.fm/music/goreshit,lolicore
444,http://www.last.fm/music/The+Mad+Conductor,hip-hop
445,http://www.last.fm/music/Wind%2B%2526%2BFire%2BEarth,funk
446,http://www.last.fm/music/Captain+Chaos,folk punk
447,http://www.last.fm/music/Jinn,j-rock
448,http://www.last.fm/music/Tomate,axe
449,http://www.last.fm/music/Sorriso+Maroto,pagode
450,http://www.last.fm/music/Wilson+Sideral,pop
451,http://www.last.fm/music/Nosso+Sentimento,pagode
452,http://www.last.fm/music/Infierno+18,argentina
453,http://www.last.fm/music/Petter+Carlsen,singer-songwriter
454,http://www.last.fm/music/%E3%82%A2%E3%83%B3%E3%82%B8%E3%82%A7%E3%83%A9%E3%83%BB%E3%82%A2%E3%82%AD,j-pop
455,http://www.last.fm/music/Lindsay+Pagano,pop
456,http://www.last.fm/music/Charlotte+Perrelli,pop
457,http://www.last.fm/music/Gnaw+Their+Tongues,noise
458,http://www.last.fm/music/Imagica,synthrock
459,http://www.last.fm/music/C21,pop
460,http://www.last.fm/music/Danny+Noriega,american idol
461,http://www.last.fm/music/Restless+Heart,country
462,http://www.last.fm/music/Aaron+Lines,country
463,http://www.last.fm/music/Dan+Seals,country
464,http://www.last.fm/music/Trailer+Choir,country
465,http://www.last.fm/music/Matthew+Good+Band,canadian
466,http://www.last.fm/music/Chris+Michaud,folk
467,http://www.last.fm/music/Kat,thrash metal
468,http://www.last.fm/music/Defekt+Muzg%C3%B3,punk
469,http://www.last.fm/music/Kazik+Staszewski,polish
470,http://www.last.fm/music/Spi%C4%99ty,alternative
471,http://www.last.fm/music/GAGA,punk
472,http://www.last.fm/music/Zielone+%C5%BBabki,punk
473,http://www.last.fm/music/Jarom%C3%ADr+Nohavica,folk
474,http://www.last.fm/music/Koniec+%C5%9Awiata,ska
